Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Disclosure Date,Board Approval Date,Effective Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,"Total IBRD, IDA and GRANT Commitment $US",Grant Amount $US,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Last Update Date,Total_IBRD_IDA_clean
P157303,Africa,Africa,,Additional Financing to Eastern Recovery Project,The project development objective is to improve access to livelihoods and socio-economic infrastructures in selected vulnerable communities in the DRC.,,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P157303,"November 13, 2015","December 11, 2015",,"June 30, 2025",BANK APPROVED,I,,0.0,50000000.0,,0.0,,,B,,,,,"May 27, 2016",
P152309,East Asia and Pacific,Socialist Republic of Viet Nam,,Vietnam Dam Rehabilitation and Safety Improvement Project,The Project Development Objective is to improve the safety of targeted dams under the Government's Dam Safety Program to protect downstream communities and economic activities through priority investments and capacity enhancement.,Central Project Office,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P152309,"December 12, 2014","December 15, 2015","July 7, 2016","June 30, 2023",BANK APPROVED,I,,0.0,415000000.0,,0.0,Socialist Republic of Vietnam,,A,,,,,"April 24, 2024",
P149747,"Middle East, North Africa, Afghanistan, and Pakistan",Kingdom of Morocco,,Morocco Inclusive Green Growth DPL2,The proposed DPL2 is the second in a programmatic series of two operations which supports the Government’s green growth agenda. TheProgram Development Objectives are: (i) improving the management of natural capital; (ii) greening physical capital and (iii) strengthening and diversifying the rural economy by leveraging human capital.,"Ministry of General Affairs and Governance,Ministry of Energy Mines and Sustainable Development,Ministry of Economy and Finance",,https://projects.worldbank.org/en/projects-operations/project-detail/P149747,"October 14, 2015","December 18, 2015","January 12, 2016","December 31, 2016",BANK APPROVED,I,,300000000.0,0.0,,0.0,,,,,,,,"December 6, 2023",
P129342,Latin America and Caribbean,Federative Republic of Brazil,,Piaui: Pillars of Growth and Social Inclusion Project,The objective of the project is to: (a) reduce dropout of students in public secondary education; (b) increase access to diagnosis and treatment for patients with chronic diseases; (c) expand the registration of groundwater users in rural areas and land tenureregularization; and (d) increase the participation of poor family farmers in rural productive value chains.,SECRETARIAT OF PLANNING (SECRETARIA DE PLANEJAMENTO-SEPLAN),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P129342,"October 23, 2015","December 21, 2015","May 19, 2016","December 31, 2021",BANK APPROVED,I,,120000000.0,0.0,,0.0,Government of Piaui,,B,,,,,"June 30, 2022",
P131431,"Middle East, North Africa, Afghanistan, and Pakistan",Lebanese Republic,,Sustainable Agric. Livelihoods in Marginal Areas (SALMA),,Ministry of Agriculture,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P131431,"November 30, 2012","December 30, 2015",,,CONCEPT REVIEW,I,,24000000.0,0.0,,0.0,Ministry of Finance,,B,,,,,"December 19, 2024",
P156826,Western and Central Africa,Republic of Liberia,,Supplemental Financing for Second Poverty Reduction Support DPOII,"The development objectives supported through the proposed supplemental financing remain the same as the original PRSDPOII, that is: to sustain and deepen government-owned efforts to reform governance and civil service, and to support the broadening of reforms to include economic transformation and human capital development in the context of the implementation of the Government’s second Poverty Reduction Strategy—Agenda for Transformation. More specifically, these reforms are focused on: (i) strengthening governance with particular emphasis on transparency and accountability to reduce corruption; budget execution and oversight; (ii) creating the environment for economic transformation through addressing infrastructure constraints; agricultural credit; and (iii) improving human capital development particularly through improved access and quality of education.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P156826,"September 28, 2015","January 22, 2016","February 19, 2016","June 30, 2016",BANK APPROVED,G,,0.0,0.0,,5000000.0,,,,,,,,"August 31, 2023",
P086635,"Middle East, North Africa, Afghanistan, and Pakistan",Islamic Republic of Iran,,Productivity Enhancement and Export Promotion,"The project will assist both State and private sector to deal with current bottlenecks in the agriucltural market systems andenhance their ability to initiate, plan, and monitor supportive activities and analytical work on setting a system of inter-linkednetworks of information, relationships, rules and operations.08/06/08. Operation is on hold pending CAS approval.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P086635,"July 23, 2004","February 16, 2016",,,CONCEPT REVIEW,I,,20000000.0,0.0,,0.0,,,B,,,,,"December 19, 2024",
P153437,Western and Central Africa,Republic of Sierra Leone,,Smallholder Commercialization and Agribusiness Development Project,"<p>The project development objective is to promote smallholder commercialization by fostering productive business linkages between smallholder farmers and selected agribusiness firms and other commodity off-takers in Sierra Leone. The Project has four components: (1) Support to agribusiness-farmer linkages and SMEs along selected agricultural value chains (US$ 19 million);&nbsp; (2) Market Access Improvement (US$26 million); (3) Capacity Building for Government and Other Institutions relevant for agribusiness developmentUS$ 6 million); and (4) Project Coordination, Monitoring and Evaluation (US$ 4 million).</p>",Ministry of Agriculture and Forestry,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P153437,"December 4, 2015","February 18, 2016","November 29, 2016","January 31, 2026",BANK APPROVED,G,,0.0,40000000.0,,1840000.0,Republic of Sierra Leone,,B,,,,,"June 17, 2024",
P153679,Eastern and Southern Africa,Republic of Uganda,,Uganda Clean Cooking Supply Chain Expansion Project,"The Project Development Objective is to reduce both (i) the economic burden on households and (ii) the negative impacts on the environment, of the inefficient use of solid biomass fuels for cooking by fostering sales and adoption of cleaner and more efficient cooking technologies.","Private Sector Foundation Uganda (PSFU),Ministry of Energy and Mineral Development",,https://projects.worldbank.org/en/projects-operations/project-detail/P153679,"July 29, 2015","March 5, 2016","October 28, 2016","September 30, 2020",BANK APPROVED,G,,,,,2200000.0,"Ministry of Finance, Planning and Economic Development (MoFPED)",,,,,,,"September 16, 2021",
P157778,Western and Central Africa,Republic of Sierra Leone,,Sierra Leone Integrated Household Survey,"The overall development objective of this project is to support the Government of Sierra Leone in improving the availability and quality of poverty and other socioeconomic data to inform policy monitoring and planning through the implementation of the 2016 SierraLeone Integrated Household Survey, and associated capacity building activities.",Statistics Sierra Leone,,https://projects.worldbank.org/en/projects-operations/project-detail/P157778,"January 5, 2016","March 15, 2016","February 15, 2017","March 31, 2019",BANK APPROVED,O,,,,,1388801.0,Ministry of Finance and Economic Development,,,,,,,"November 30, 2020",
P157324,Latin America and Caribbean,Republic of Ecuador,,Ecuador Risk Mitigation and Emergency Recovery Project,To support the recovery of basic and productive services in selected sectors in affected areas in case of an Eligible Disaster and strengthen resilience to natural disasters and macroeconomic shocks,Ministry of Finance,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P157324,"June 15, 2016","March 15, 2016","July 19, 2016","September 7, 2021",BANK APPROVED,I,,150000000.0,0.0,,0.0,Ministry of Economy and Finance,,B,,,,,"December 11, 2023",
P155373,Africa,Africa,,Pan-African Forest-Dependent Indigenous Peoples FCPF Capacity Building Program on REDD+ Project,Project Development Objective (PDO): Strengthen: (i) the knowledge of targeted forest-dependent indigenous peoples of REDD+ Readiness at the national level and (ii) knowledge exchange at the regional level.,Mainyoito Pastoralists Integrated Development Organization (MPIDO),,https://projects.worldbank.org/en/projects-operations/project-detail/P155373,"June 30, 2015","March 23, 2016","May 5, 2016","December 31, 2019",BANK APPROVED,G,,,,,774583.0,Mainyoito Pastoralists Integrated Development Organization (MPIDO),,C,,,,,"May 28, 2024",
P145345,Latin America and Caribbean,Andean Countries,,Dropped Andes Adaptation Impact of Climate Change in Water Resource,"The project has been designed to tackle the challenge of adaptation to climate change on selected sectors from a technology transfer, knowledge exchange and regional collaboration angle. Based on previous experience in the region, the project will select those technologies and approaches that have been proved valid elsewhere and try to adapt and replicate them in the other countries, according to the special needs and gaps of each one of them.Specifically, the proposed objective of this project is to generate tools and knowledge to enable governments to promote resilient management of their water resources through the inclusion of climate change impacts into policy, planning and on the ground investments on selected sectors, and to promote south-south learning, collaboration andtechnology transfer.",Secretaria General de la Comunidad Andina,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P145345,"April 19, 2013","March 31, 2016",,,CONCEPT REVIEW,O,,,,,9690000.0,Secretaria General de la Comunidad Andina,,B,,,,,"December 19, 2024",
P151031,Eastern and Southern Africa,Republic of South Sudan,,Southern Sudan Emergency Food Crisis Response Project,The objective is to increase production and consumption of foods with high nutritional value by selected farmers in South Sudan,,,https://projects.worldbank.org/en/projects-operations/project-detail/P151031,"April 12, 2016","April 12, 2016",,"December 31, 2017",BANK APPROVED,,,,,,,,,B,,,,,"August 21, 2022",
P156863,Western and Central Africa,Republic of Niger,,Nutrition-Sensitive Agriculture and Capacity Building of Small and Marginal Farmers,"11.  The Project Development Objective (PDO) is to increase nutritionally-adequate food production in two selected provinces, leading to increased household food consumption and dietary diversity. 12. The PDO will be achieved by: (a) building capacity of small and marginal farmers (especially women); (b) increasing the production of high-nutrient-content food, including fruits and vegetables for consumption (and where feasible commercialization); and (c) sensitizing and communicating (and thereby encouraging demand) on foods such as fruits and vegetables with a high nutrition value.",PROGRAMME D'ACTIONS COMMUNAUTAIRES,,https://projects.worldbank.org/en/projects-operations/project-detail/P156863,"April 5, 2016","April 28, 2016",,,CONCEPT REVIEW,G,,,,,2500000.0,Ministry of Agriculture,,B,,,,,"December 19, 2024",
P155976,Latin America and Caribbean,Latin America and Caribbean,,FCPF Capacity Building Program IPs (LCR),"The Project Development Objective (PDO) is to strengthen: (a) targeted forest-dependent indigenous peoples' knowledge of REDD+ Readiness at the national level, and (b) related knowledge exchange at the regional level in eligible FCPF countries in Central and South America.",Asociación Sotz'il,,https://projects.worldbank.org/en/projects-operations/project-detail/P155976,"January 11, 2016","May 17, 2016","February 22, 2017","June 30, 2020",BANK APPROVED,G,,,,,727609.0,Asociación Sotz'il,,C,,,,,"August 30, 2024",
P152892,"Middle East, North Africa, Afghanistan, and Pakistan",Islamic Republic of Afghanistan,,AF Additional Financing: Irrigation Restoration and Development,Improve access to irrigation in targeted areas and strengthen capacity for water resources management.,Ministry of Energy and Water,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P152892,"March 29, 2016","May 23, 2016",,"June 30, 2025",BANK APPROVED,G,,,,,70000000.0,Government of Afghanistan,,A,,,,,"February 1, 2022",
P151744,South Asia,Republic of India,,Himachal Pradesh Horticulture Development Project,"The Project Development Objective (PDO) is: 'to support small farmers and agro-entrepreneurs in Himachal Pradesh, to increase the productivity, quality, and market access of selected horticulture commodities.'","Department of Horticulture, Himachal Pradesh",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P151744,"December 31, 2014","May 27, 2016","August 2, 2016","October 31, 2024",BANK APPROVED,O,,0.0,135000000.0,,0.0,India,,B,,,,,"April 2, 2024",
P150220,South Asia,People's Republic of Bangladesh,,Bangladesh Weather and Climate Services Regional Project,"The Project Development Objective of this project is “to strengthen Government of Bangladesh’s capacity to deliver reliable weather, water and climate information services and improve access to such services by priority sectors and communities.”","Department of Agricultural Extension (DAE),Bangladesh Water Development Board (BWDB),Bangladesh Meteorology Department (BMD)",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P150220,"February 18, 2015","June 3, 2016","May 4, 2017","November 30, 2024",BANK APPROVED,O,,0.0,113000000.0,,0.0,People's Republic of Bangladesh,,B,,,,,"December 17, 2023",
P156629,Western and Central Africa,Republic of Guinea,,Macroeconomic & Fiscal Management Operation,"Project Development Objective (Note: will be disclosed in the MOS) the Monthly Operational Summary when applicable) : The development objectives are to support the post Ebola recovery as well as to improve public finances, mining sector transparency, and the financial health of the energy sector.",Ministry of Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P156629,"May 9, 2016","June 17, 2016","July 11, 2016","June 30, 2017",BANK APPROVED,I,,0.0,40000000.0,,0.0,Mamady Camara,,,,,,,"August 22, 2023",
P153863,Western and Central Africa,Western and Central Africa,,Senegal River Basin Integrated Water Resources Management Project,The development objective of the project is to strengthen the capacity of the OMVS and local user associations for reducing erosion in the Upper Basin and proliferation of typha in the Lower Basin of the Senegal river.,OMVS,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P153863,"June 3, 2015","June 23, 2016","December 7, 2016","December 31, 2021",BANK APPROVED,G,,,,,12268147.0,OMVS - Organisation pour la Mise en Valeur du Fleuve Senegal,,B,,,,,"October 18, 2023",
P154807,Western and Central Africa,Western and Central Africa,,Regional Disease Surveillance Systems Enhancement (REDISSE),"The objectives of the Project are: (i) to strengthen national and regional cross-sectoral capacity for collaborative disease surveillance and epidemic preparedness in West Africa, thereby addressing systemic weaknesses within the animal and human health systems that hinder effective disease surveillance and response; and (ii) in the event of an Eligible Emergency, to provide immediate and effective response to said Eligible Emergency.",WAHO,,https://projects.worldbank.org/en/projects-operations/project-detail/P154807,"November 13, 2015","June 28, 2016","December 2, 2016","August 31, 2023",BANK APPROVED,I,,0.0,110000000.0,,4064168.0,"Republic of Guinea,Republic of Sierra Leone,Republic of Senegal,ECOWAS",,B,,,,,"June 4, 2024",
P154447,Eastern and Southern Africa,Republic of Angola,,Smallholder Agriculture Development and Commercialization Project,"The objective of the Project is to increase smallholder agriculture productivity, production and marketing for selected crops in the Project areas.",Ministry of Agriculture,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P154447,"June 29, 2015","July 5, 2016","December 28, 2016","December 31, 2022",BANK APPROVED,O,,70000000.0,0.0,,0.0,Republic of Angola,,B,,,,,"July 8, 2024",
P158899,Europe and Central Asia,Republic of Armenia,,Eurasian Development Bank Mastara Reservoir Preparation,"To improve readiness of the Eurasian Fund for Stabilization and Development-financed Mastara Reservoir Project by supporting the relevant project preparation studies, and to enhance capacity of the Water Sector Projects Implementation Unit to prepare and implement projects.",Water Sector Projects Implementation Unit State Agency,,https://projects.worldbank.org/en/projects-operations/project-detail/P158899,"April 24, 2016","July 26, 2016",,,BANK APPROVED,G,,,,,670000.0,Republic of Armenia,,,,,,,"October 12, 2023",
P146252,"Middle East, North Africa, Afghanistan, and Pakistan",Islamic Republic of Pakistan,,Indus Eco Region Community Livelihood Project (IECLP),The development objective for the proposed project would be to improve the capacity and alternative livelihood opportunities for the targeted fisher communities in the Indus Eco region.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P146252,"September 9, 2016","September 9, 2016","September 9, 2016","August 31, 2019",BANK APPROVED,G,,,,,3000000.0,,,B,,,,,"September 3, 2024",
P153585,Other,World,,FCPF-Capacity Building on REDD+ for Forest-Dependent Indigenous Peoples in EAP and SAR Project,The Project Development Objective is to strengthen: (i) the knowledge of targeted forest-dependent indigenous peoples of REDD+ Readiness at the national level; and (ii) knowledge exchange at the regional level.,Indigenous Peoples International Centre for Policy Research and Education (Tebtebba),,https://projects.worldbank.org/en/projects-operations/project-detail/P153585,"December 15, 2015","September 30, 2016","October 21, 2016","September 30, 2020",BANK APPROVED,G,,,,,490750.0,Tebtebba Foundation,,C,,,,,"March 21, 2023",
P161392,Eastern and Southern Africa,Republic of Malawi,,Malawi Resilience and Disaster Risk Management Project,Support the recovery of livelihoods and infrastructure in flood and drought affected areas and strengthen capacity for flood and drought risk management,Ministry of Irrigation and Water Development,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161392,"September 23, 2016","November 8, 2016","January 18, 2017","January 31, 2025",BANK APPROVED,I,,0.0,104000000.0,,0.0,"Government of Malawi, Ministry of Finance, Economic Planning and Development",,B,,,,,"May 6, 2024",
P156195,Eastern and Southern Africa,Union of the Comoros,,Promoting Youth Employment in Comoros,The Project Development Objective is to improve access to income generation opportunities for targeted youth in Comoros.,Fonds d'Appui au Developpement Communautaire (FADC),,https://projects.worldbank.org/en/projects-operations/project-detail/P156195,"December 21, 2015","November 30, 2016",,,CONCEPT REVIEW,G,,,,,3000000.0,"Ministry of Finance, Economy, Investment, and Commerce",,C,,,,,"March 12, 2025",
P161447,Eastern and Southern Africa,Republic of Burundi,,Agro-Pastoral Productivity and Markets Development - AF,The Project Development Objective is to increase small producers' productivity and market access for Targeted Commodities in the Project Area.,Ministry of Agriculture and Livestock,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P161447,"December 15, 2016","December 15, 2016",,"January 31, 2020",BANK APPROVED,I,,0.0,25000000.0,,0.0,Ministry of Finance and Planning for Economic Development,,B,,,,,"July 8, 2024",
P153892,East Asia and Pacific,People's Republic of China,,Guangxi Rural Poverty Alleviation Pilot Project,The Project Development Objective is to increase income generation opportunities through demonstration of value chain development models in the project counties.,Guangxi Foreign Capital Poverty Reduction Project Management Center,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P153892,"June 30, 2015","December 21, 2016","June 19, 2017","June 30, 2024",BANK APPROVED,O,,100000000.0,0.0,,0.0,People's Republic of China,,B,,,,,"February 15, 2024",
P158359,Europe and Central Asia,Republic of Armenia,,AGRICULTURE POLICY MONITORING AND EVALUATION CAPACITY BUILDING PROJECT,"The project's development objective is to strengthen M&E capacity and systems as elements of evidence-based agriculture policy analysis and formulation.
  
 This is in line with the broad objective of the PRIME window of the Japanese PHRD technical assistance grants program which is to enhance the use evidence-based decision making in government systems, by strengthening the M&E systems of recipient ministries in priority sectors. Agriculture has been selected as a priority area for grant support, along with health, nutrition, population and urban development. Armenia's Ministry of Agriculture (MoA) is viewed as a strong candidate for support due to itsdemonstrated commitment to policy reform, its awareness of the need to improve its capacity for policy analysis and policy formulation, and its recent efforts to strengthen its capacity for monitoring and evaluation. Strengthened government ownership of the policyprocess is viewed as an important further outcome of grant support.","Agriculture Projects Implementing Department of the Ministry of Economy,Ministry of Economy",,https://projects.worldbank.org/en/projects-operations/project-detail/P158359,"September 8, 2016","January 6, 2017","October 16, 2017","May 31, 2022",BANK APPROVED,G,,,,,1800000.0,Republic of Armenia,,,,,,,"July 8, 2024",
P150008,Eastern and Southern Africa,Republic of South Africa,,Land Bank Financial Intermediation Project,"The project's development objective is to sustainably scale up Land Bank's financing, specifically to benefit emerging farmers.",Land and Agriculture Development Bank of South Africa,No,https://projects.worldbank.org/en/projects-operations/project-detail/P150008,"June 27, 2014","January 23, 2017","September 29, 2017","April 1, 2022",BANK APPROVED,I,,93000000.0,0.0,,0.0,Land and Agricultural Development Bank of South Africa,,F,,,,,"April 18, 2023",
P160268,Eastern and Southern Africa,Republic of Rwanda,,Rwanda Pilot Program for Climate Resilience,The proposed Project Development Objective (PDO) is to prepare the Strategic Program for Climate Resilience (SPCR) and strengthen institutional capacity for SPCR implementation.,National Climate and Environment Fund (FONERWA),,https://projects.worldbank.org/en/projects-operations/project-detail/P160268,"September 9, 2016","February 11, 2017","April 25, 2017","April 30, 2019",BANK APPROVED,G,,,,,1500000.0,Ministry of Finance and Economic Planning (MINECOFIN),,C,,,,,"July 29, 2024",
P159040,Western and Central Africa,Western and Central Africa,,Regional Disease Surveillance Systems Enhancement (REDISSE) Phase II,"The PDOs are : (i) to strengthen national and regional cross-sectoral capacity for collaborative disease surveillance and epidemicpreparedness in West Africa, thereby addressing systemic weaknesses within the animal and human health systems that hinder effective disease surveillance and response; and (ii) in the event of an Eligible Emergency, to provide immediate and effective response to said Eligible Emergency.","West African Health Organization (WAHO),MINISTRY OF HEALTH (MOH) OF LIBERIA,MINISTRY OF HEALTH (MOH) OF TOGO,NIGERIA CENTER FOR DISEASE CONTROL (NCDC),MINISTRY OF PUBLIC HEALTH (MINSAP) OF GUINEA BISSAU",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P159040,"November 22, 2016","March 1, 2017","July 27, 2017","August 31, 2023",BANK APPROVED,I,,0.0,147000000.0,,0.0,"Republic of Togo,Republic of Guinea Bissau,Republic of Liberia,Federal Republic of Nigeria",,B,,,,,"June 4, 2024",
P152698,South Asia,Republic of India,,National Hydrology Project,"The proposed Project Development Objective (PDO) is to improve the extent, quality, and accessibility of water resources information and to strengthen the capacity of targeted water resources management institutions in India.","Department of Water Resources, RD & GR, Ministry of Jal Shakti",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P152698,"January 1, 2015","March 15, 2017","May 5, 2017","March 31, 2025",BANK APPROVED,O,,145000000.0,0.0,,0.0,"Ministry of Finance, Department of Economic Affairs",,B,,,,,"March 19, 2024",
P156475,Eastern and Southern Africa,Federal Democratic Republic of Ethiopia,,Oromia National Regional State Forested Landscape Program,The Development Objective is to improve the enabling environment for sustainable forest management and investment in Oromia.,Ethiopia Forest Development,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P156475,"November 23, 2015","March 17, 2017","April 28, 2017","June 30, 2023",BANK APPROVED,G,,,,,18000000.0,Federal Democratic Republic of Ethiopia,,B,,,,,"July 29, 2024",
P148616,Western and Central Africa,Federal Republic of Nigeria,,"Agro-Processing, Productivity Enhancement and Livelihood Improvement Support Project",The objective of the Project is to enhance agricultural productivity of small and medium scale farmers and improve value addition along priority value chains in the Participating States,Federal Ministry of Agriculture and Rural Development,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P148616,"July 14, 2014","March 23, 2017","May 24, 2018","September 30, 2023",BANK APPROVED,I,,0.0,200000000.0,,0.0,Federal Republic of Nigeria,,B,,,,,"March 27, 2024",
P160445,"Middle East, North Africa, Afghanistan, and Pakistan",Islamic Republic of Pakistan,,Economic Revitalization of Khyber Pakhtunkhwa and Federally Administered Tribal Areas,"To support the Government of Pakistan in creating sustainable employment opportunities, generating private sector investment, and laying the foundations for the future development of selected economic sectors in Khyber Pakhtunkhwa and Federally Administered Tribal Areas.",Small and Medium Enterprise Development Authority (SMEDA),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P160445,"February 15, 2017","March 28, 2017",,"June 30, 2022",BANK APPROVED,G,,,,,19000000.0,"Economic Affairs Division,FATA Secretariat,Government of Khyber Pakhtunkhwa",,B,,,,,"July 29, 2022",
P132416,Latin America and Caribbean,Argentine Republic,,AR PROSAP3 - Third Provincial Agricultural Development Project,"To increase productivity and sales for small and medium-scale producers supported by project activities. To reach its objective, the project will support capacity-building and investments geared toward a more efficient use of natural resources and energy, increased adaptation to climate change, long-term improvement in productivity and market access, overall contributing to an increased competitiveness and sustainability of agricultural production systems in the regional economies.",UCAR,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P132416,"August 1, 2013","March 30, 2017",,,CONCEPT REVIEW,I,,500000000.0,0.0,,0.0,,,B,,,,,"December 19, 2024",
P158532,Latin America and Caribbean,Plurinational State of Bolivia,,Additional Finance BO Rural Alliances Project II,"The objective of the Project is to improve accessibility to markets for small rural producers in the Selected Areas by: (a)promoting productive alliances between different small rural producer organizations and purchasers; (b) empowering rural producersthrough the establishment and strengthening of self-managed grass-root organizations; (c) increasing access to productive assets,technologyandfinancial services; (d) promoting more effective, responsive and accountable service organizations at the locallevel; and (e)enhancing environmental sustainability of productive practices. The Project is a follow on operation to thesuccessful PAR I, whichtested the model for improving market access.","EMPODERAR,EMPODERAR,EMPODERAR",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P158532,"January 5, 2017","April 13, 2017",,"July 31, 2023",BANK APPROVED,I,,100000000.0,0.0,,0.0,Ministry of Development Planning,,B,,,,,"May 10, 2022",
P161067,Eastern and Southern Africa,Eastern and Southern Africa,,Development Response to Displacement Impacts Project (DRDIP) in the Horn of Africa,"Project Development Objective (from Project Appraisal Document)
 The Project Development Objective is to improve access to basic social services, expand economic opportunities, and enhance environmental management for communities hosting refugees in the target areas in the Recipient's territory.","Intergovernmental Authority on Development (IGAD),State Department for the Development of the Arid and Semi-arid Lands (ASALs)/Ministry of East Africa",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161067,"August 29, 2016","April 26, 2017","June 20, 2017","April 28, 2024",BANK APPROVED,G,,0.0,103000000.0,,11580000.0,National Treasury,,B,,,,,"December 9, 2023",
P163559,Eastern and Southern Africa,Republic of South Sudan,,South Sudan Emergency Food and Nutrition Security Project,The project objectives are: (a) to provide food and nutrition support for the protection of lives and human capital of eligible beneficiaries; and (b) to help farmers re-engage in agricultural production in selected drought affected areas in South Sudan.,Ministry of Agriculture and Food Security,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P163559,"April 13, 2017","May 4, 2017","June 6, 2017","July 31, 2019",BANK APPROVED,I,,0.0,50000000.0,,0.0,Ministry of Finance and Planning,,B,,,,,"May 28, 2024",
P153753,Eastern and Southern Africa,Republic of Malawi,,Malawi Agricultural Support and Fiscal Management DPO,The objective of the development policy operation series is to improve incentives for private sector participation in agricultural markets and to strengthen fiscal management through more effective expenditure controls and greater transparency.,Ministry of Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P153753,"July 12, 2016","May 4, 2017","August 24, 2017","March 31, 2018",BANK APPROVED,I,,0.0,80000000.0,,0.0,Ministry of Finance,,,,,,,"April 19, 2023",
P161591,Western and Central Africa,Central African Republic,,Service Delivery and Support to Communities Affected by Displacement Project,"The PDO is to increase access to basic services, infrastructure and safety nets for communities affected by crises, including forced displacement and COVID-19.","Ministry of Humanitarian Action, Solidarity and National Reconciliation",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161591,"April 13, 2017","May 16, 2017","November 15, 2017","June 30, 2024",BANK APPROVED,I,,0.0,28000000.0,,0.0,Central African Republic,,B,,,,,"April 22, 2024",
P158798,South Asia,Republic of India,,Jharkhand Opportunities for Harnessing Rural Growth Project,The PDO is to enhance and diversify household income in select farm and non-farm sectors for targeted beneficiaries in project areas.,"Department of Rural Development, Government of Jharkhand",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P158798,"July 11, 2016","May 26, 2017","September 4, 2017","June 30, 2024",BANK APPROVED,I,,100000000.0,0.0,,0.0,India,,B,,,,,"April 23, 2024",
P144813,"Middle East, North Africa, Afghanistan, and Pakistan",Republic of Yemen,,RY-Climate Resilience of Coastal Communities (CRCC),PDO is to increase the adoption of climate-resilient measures in targeted coastal communities.,Social Fund for Development,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P144813,"July 9, 2013","May 30, 2017",,,CONCEPT REVIEW,G,,,,,20000000.0,MoPIC,,B,,,,,"December 19, 2024",
P155968,Europe and Central Asia,Republic of Moldova,,Climate Adaptation Project,"The Project Development Objective (PDO) is to enhance the adoption of climate-smart practices in agriculture, forestry and pasture management in targeted landscapes and strengthen national disaster management systems.","Ministry of Internal Affairs,Ministry of Agriculture and Food Industry,Ministry of Environment",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P155968,"February 1, 2017","June 9, 2017",,"January 30, 2019",BANK APPROVED,I,,12400000.0,12800000.0,,0.0,Republic of Moldova,,B,,,,,"February 6, 2024",
P157127,East Asia and Pacific,Socialist Republic of Viet Nam,,Forest Sector Modernization and Coastal Resilience Enhancement Project,The project development objective is to improve coastal forest management in the Project Provinces.,Ministry of Agriculture and Rural Development,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P157127,"September 20, 2016","June 22, 2017","March 29, 2019","December 31, 2023",BANK APPROVED,I,,0.0,150000000.0,,0.0,Socialist Republic of Viet Nam,,B,,,,,"July 16, 2024",
P163144,Western and Central Africa,Republic of Niger,,Additional Financing for the Niger Community Action Phase 3,"The PDO under the AF was slightly revised â??to strengthen the Recipientâ??s local development planning and implementation capacities, to support the targeted population in improving agriculture productivity, and to respond promptly and effectively to an eligible crisis or emergency.â?�",,No,https://projects.worldbank.org/en/projects-operations/project-detail/P163144,"May 20, 2018","June 29, 2017",,"June 20, 2020",BANK APPROVED,I,,0.0,20800000.0,,2250000.0,,,B,,,,,"November 14, 2024",
P133803,South Asia,Republic of India,,India Ecosystems Service Improvement Project,"The project development objective (PDO) is to Improve forest quality, land management and non-timber forest produce (NTFP) benefitsfor forest dependent communities in selected landscapes in Madhya Pradesh and Chhattisgarh.","Ministry of Environment, Forests and Climate Change",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P133803,"February 3, 2017","July 6, 2017","February 7, 2018","July 30, 2023",BANK APPROVED,O,,,,,24640000.0,Republic of India,,B,,,,,"July 8, 2024",
