Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Disclosure Date,Board Approval Date,Effective Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,"Total IBRD, IDA and GRANT Commitment $US",Grant Amount $US,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Last Update Date,Total_IBRD_IDA_clean
P167131,Latin America and Caribbean,Republic of Guatemala,,Drop - Forest Governance and Livelihoods Diversification in Guatemala,To strengthen forest governance and increase access to diversified livelihoods activities for forest-dependent persons and communities in selected areas of Guatemala.,Instituto Nacional de Bosques (INAB),,https://projects.worldbank.org/en/projects-operations/project-detail/P167131,"August 7, 2018","July 29, 2022",,"December 31, 2026",BEGIN APPRAISAL,G,,,,,11800000.0,Republic of Guatemala,,B,,,,,"December 19, 2024",
P162462,Eastern and Southern Africa,Republic of the Sudan,,Improving Livelihoods and Nutrition for Smallholder Agro-Pastoralists in Sudan,The proposed Project Development Objective (PDO) is to improve knowledge of nutritional diet and increase access to nutritious food in select communities.,Ministry of Animal Resources,No,https://projects.worldbank.org/en/projects-operations/project-detail/P162462,"November 28, 2017","July 29, 2022",,"September 5, 2025",CONCEPT REVIEW,G,,,,,2700000.0,Republic of Sudan,,C,,,,,"December 19, 2024",
P175672,Latin America and Caribbean,Plurinational State of Bolivia,,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project,"Contribute to increased food security, market access and the adoption of climate-smart approaches by targeted project beneficiaries.",Ministry of Rural Development and Land,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P175672,"July 8, 2022","August 5, 2022","April 5, 2023","November 30, 2027",BANK APPROVED,I,,300000000.0,0.0,,0.0,Plurinational State of Bolivia,,,High,,,,"November 27, 2023",
P177043,Western and Central Africa,Republic of Niger,,RESILAND Niger Integrated Landscape Management Project,To increase the adoption of climate smart landscape restoration practices and improve access to income earning opportunities in targeted communes in Niger.,Ministry of Environment,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P177043,"March 11, 2022","September 1, 2022","April 4, 2023","October 31, 2028",BANK APPROVED,I,,0.0,150000000.0,,0.0,Republic of Niger,,,Moderate,,,,"January 22, 2024",
P179060,Eastern and Southern Africa,Republic of Mozambique,,SREP Food Security Additional Financing,To improve the performance of targeted small agriculture producers and AgriMSMEs and improve natural resources management practicesin selected project areas.,"National Sustainable Development Fund (FNDS),ProAzul Blue Economy Development Fund,BIOFUND",No,https://projects.worldbank.org/en/projects-operations/project-detail/P179060,"September 5, 2022","September 29, 2022",,"June 30, 2026",BANK APPROVED,G,,0.0,50000000.0,,4000000.0,Republic of Mozambique,,,,,,,"July 8, 2024",
P167946,"Middle East, North Africa, Afghanistan, and Pakistan",Hashemite Kingdom of Jordan,,"Agriculture Resilience, Value Chain Development and Innovation (ARDI) Program",To strengthen the climate resilience and enabling environment for agriculture development in selected value chains in Jordan.,Ministry of Planning and International Cooperation,No,https://projects.worldbank.org/en/projects-operations/project-detail/P167946,"April 15, 2021","September 29, 2022","November 10, 2022","June 30, 2029",BANK APPROVED,G,,95600000.0,0.0,,29400000.0,Hashemite Kingdom of Jordan,,,Moderate,,,,"June 5, 2024",
P176993,Western and Central Africa,Republic of Liberia,,Liberia Third Inclusive Growth Development Policy Operation,The program development objectives of these series are: 1) removing distortions in selected sectors and strengthening public-sector transparency; and 2) promoting economic and social inclusion.,Ministry of Finance and Development Planning,,https://projects.worldbank.org/en/projects-operations/project-detail/P176993,"October 29, 2021","September 30, 2022","November 11, 2022","December 31, 2023",BANK APPROVED,I,,0.0,55000000.0,,0.0,The Republic of Liberia,,,,,,,"December 4, 2023",
P173119,Eastern and Southern Africa,Federal Republic of Somalia,,Somalia - Horn of Africa Infrastructure Integration Project,"The Project Development Objective is to prepare a spatially coordinated investment pipeline of economic corridor projects, and to strengthen the national government’s management of selected sectors.","Ministry of Public Works, Reconstruction and Housing,Somaliland Ministry of Transport and Road Development",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P173119,"February 8, 2021","September 30, 2022","May 31, 2023","September 30, 2026",BANK APPROVED,G,,0.0,58000000.0,,5000000.0,"Ministry of Finance, Federal Republic of Somalia",,,High,,,,"June 29, 2024",
P178063,Latin America and Caribbean,Republic of Panama,,Panama Sustainable Rural Development and Biodiversity Conservation,The project's development objective is to strengthen capacity for biodiversity conservation and increase the adoption of biodiversity-friendly and inclusive practices in select rural areas of Panama.,Ministry of Environment,No,https://projects.worldbank.org/en/projects-operations/project-detail/P178063,"December 2, 2021","October 7, 2022","October 6, 2023","December 31, 2026",BANK APPROVED,O,,,,,3505936.0,Republic of Panama,,,Substantial,,,,"April 2, 2024",
P174911,Eastern and Southern Africa,Republic of Zambia,,"Zambia First Macroeconomic Stability, Growth and Competitiveness DPF",The program development objective is to help Zambia restore macroeconomic and long-term debt sustainability and promote private-sector-led inclusive growth.,Ministry of Finance and National Planning,,https://projects.worldbank.org/en/projects-operations/project-detail/P174911,"June 8, 2022","October 25, 2022","November 2, 2022","December 31, 2023",BANK APPROVED,I,,0.0,275000000.0,,0.0,Republic of Zambia,,,,,,,"October 13, 2023",
P178988,"Middle East, North Africa, Afghanistan, and Pakistan",Republic of Djibouti,,Djibouti Emergency Food Security Crisis Response Project,The project development objective is to contribute to mitigating food security risks posed by food supply shocks and drought.,Ministry of Social Affairs and Solidarity,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P178988,"September 27, 2022","October 26, 2022","April 7, 2023","December 31, 2025",BANK APPROVED,I,,0.0,20000000.0,,0.0,Republic of Djibouti,,,Substantial,,,,"March 20, 2024",
P171720,South Asia,Nepal,,Dedicated Grant Mechanism for Indigenous Peoples and Local Communities in Nepal,"The Project Development Objective (PDO) is to strengthen the capacity of targeted indigenous peoples and local communities to participate in Nepal's REDD+ processes at the local, national, and global levels.",Rural Reconstruction Nepal (RRN),,https://projects.worldbank.org/en/projects-operations/project-detail/P171720,"January 17, 2020","October 27, 2022","December 16, 2022","August 31, 2027",BANK APPROVED,G,,,,,4500000.0,Rural Reconstruction Nepal (RRN),,,Moderate,,,,"December 22, 2023",
P172497,Latin America and Caribbean,Federative Republic of Brazil,,Sustainable Multiple Use Landscape Consortia in Brazil,"To increase the area under sustainable land management and promote the integration of food systems and sustainable landscapes, conservation of biodiversity and recovery of degraded areas in selected beef cattle and soybean landscapes.","Ministério do Meio Ambiente (MMA),Ministério da Agricultura, Pecuária e Abastecimento (MAPA)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P172497,"April 10, 2020","November 4, 2022",,"November 30, 2027",BANK APPROVED,O,,,,,24577982.0,IICA,,,Moderate,,,,"February 19, 2024",
P177323,Western and Central Africa,Republic of Mali,,Additional Financing-Mali Drylands Development Project,To improve agricultural productivity and strengthen resilience of rural households living in the targeted dryland areas and to improve the Recipient’s capacity to respond effectively to an Eligible Crisis or Emergency,Ministry of Agriculture,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P177323,"October 14, 2022","November 9, 2022",,"December 31, 2025",BANK APPROVED,I,,0.0,30000000.0,,0.0,Ministry of Finance,,B,,,,,"November 14, 2024",
P176148,Western and Central Africa,Republic of Cabo Verde,,Cabo Verde: Second Resilient and Equitable Recovery DPF with a Cat DDO,The program development objective is to support the Government’s efforts to strengthen the foundations for a resilient and equitable economic recovery through (i) reducing fiscal risks and improving debt transparency; (ii) strengthening the resilience of poor and vulnerable households to climate shocks; and (iii) enabling a sustainable private sector-led recovery.,Ministry of Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P176148,"June 30, 2022","November 17, 2022","November 29, 2022","February 15, 2026",BANK APPROVED,I,,0.0,52500000.0,,0.0,Republic of Cabo Verde,,,,,,,"November 29, 2023",
P168847,Western and Central Africa,Islamic Republic of Mauritania,,Mauritania Agriculture Development and Innovation Support Project,To improve land resource management and foster inclusive and sustainable commercial agriculture in selected areas of Mauritania.,Ministère de l'Agriculture,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P168847,"March 3, 2019","November 17, 2022","March 27, 2023","June 30, 2028",BANK APPROVED,I,,0.0,50000000.0,,0.0,Islamic Republic of Mauritania,,,Substantial,,,,"November 14, 2024",
P177957,Latin America and Caribbean,Federative Republic of Brazil,,Brazil DGM for Indigenous People and Traditional Communities Phase 2,"To support the adoption and dissemination of sustainable and resilient natural resource management knowledge and livelihood practices among Indigenous Peoples, Quilombolas, and Traditional Communities in the Cerrado Biome.",Centro de Agricultura Alternativa do Norte de Minas,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P177957,"February 21, 2022","November 23, 2022","January 16, 2023","November 30, 2024",BANK APPROVED,G,,,,,930000.0,Centro de Agricultura Alternativa do Norte de Minas,,,Moderate,,,,"March 12, 2024",
P171658,Western and Central Africa,Republic of Mali,,Bamako Urban Resilience project,"Improve access to urban waste, sanitation and water services, increase resilience to floods in selected vulnerable areas of the District of Bamako and targeted neighboring communes, and strengthen urban management capacity.","Ministry of Urban, Housing, Land, Territorial Administration and Population",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P171658,"February 11, 2020","November 30, 2022","June 8, 2023","December 31, 2028",BANK APPROVED,I,,0.0,250000000.0,,0.0,Republic of Mali,,,High,,,,"December 18, 2023",
P178439,"Middle East, North Africa, Afghanistan, and Pakistan",Republic of Yemen,,AF Yemen Food Security Response and Resilience Project,"The Project Development Objective is to improve the availability of and access to food and nutritious diets, both in the short and medium term, for targeted households in the Project Area, and to enhance Yemen's capacity to respond to food insecurity.","International Committee of the Red Cross,World Food Programme,Food and Agriculture Organization,United Nations Development Programme",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P178439,"October 18, 2022","December 1, 2022",,"December 31, 2026",BANK APPROVED,I,,0.0,150000000.0,,0.0,"Food and Agriculture Organization,United Nations Development Programme,World Food Programme,International Committee of the Red Cross",,,,,,,"May 9, 2023",
P178636,Latin America and Caribbean,Republic of Ecuador,,Ecuador Second Green and Resilient Recovery DPF (EGARR DPF-2),"The Program’s Development Objective (PDO) is to assist the government of Ecuador in its agenda to tackle selected structural challenges to foster inclusive, resilient, and low-carbon development.",Ministry of Economy and Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P178636,"August 26, 2022","December 6, 2022","December 19, 2022","December 15, 2023",BANK APPROVED,I,,500000000.0,0.0,,30000000.0,Republic of Ecuador,,,,,,,"November 1, 2023",
P178064,Western and Central Africa,Republic of Cote d'Ivoire,,Cote d'Ivoire First Investment for Growth DPF,The Program Development Objective (PDO) of the proposed operation is to :(1) strengthen competition in key enabling sectors and domestic revenue mobilization; (2) expand access to health and education services; (3) promote the sustainable use of natural resources.,Ministry of Economy and Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P178064,"May 5, 2022","December 8, 2022","December 14, 2022","December 31, 2023",BANK APPROVED,I,,0.0,400000000.0,,0.0,Republic of Cote d'Ivoire,,,,,,,"March 6, 2024",
P177627,Eastern and Southern Africa,Federal Republic of Somalia,,Barwaaqo - Somalia Water for Rural Resilience Project,"To develop water, agriculture, and environmental services for rural communities in Somalia’s drylands.",Ministry of Planning Investment and Economic Development,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P177627,"March 29, 2022","December 9, 2022","January 20, 2023","February 29, 2028",BANK APPROVED,I,,0.0,70000000.0,,0.0,Federal Republic of Somalia,,,Substantial,,,,"March 4, 2024",
P180211,Western and Central Africa,Western and Central Africa,,"Additional Financing to Sierra Leone Food Systems Resilience Program, Phase 2",To increase preparedness against food insecurity and improve the resilience of food systems in participating countries.,"Ministry of Food and Agriculture - Ghana,Ministry of Agriculture and Forestry - Sierra Leone,Ministry of Agricultural Development - Chad",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P180211,"November 10, 2022","December 15, 2022",,"September 30, 2028",BANK APPROVED,I,,0.0,50000000.0,,0.0,"Republic of Sierra Leone,Republic of Chad,Republic of Ghana",,,,,,,"November 14, 2024",
P178591,Latin America and Caribbean,Republic of Peru,,Peru Sustainable Growth and Finance DPF-DDO,"The Program Development Objective is to support Government reforms to (i) strengthen fiscal resilience and efficiency, (ii) foster a more inclusive and competitive financial sector, and (iii) promote greener production",Ministry of Economy and Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P178591,"July 19, 2022","December 15, 2022","March 13, 2023","December 29, 2025",BANK APPROVED,I,,750000000.0,0.0,,0.0,Republic of Peru,,,,,,,"August 16, 2023",
P175525,Western and Central Africa,Western and Central Africa,,West Africa Coastal Areas Resilience Investment Project 2,To strengthen the resilience of targeted communities and areas in coastal Western Africa.,"Ministry of Agriculture - The Gambia,Ministry of Environment, Climate Change and Natural Resources (MECCNAR) - The Gambia,Institute for Biodiversity and Protected Areas (IBAP) - Guinea-Bissau,Ministry of Environment, Science, Technology & Innovation (MESTI) - Ghana",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P175525,"March 10, 2021","December 15, 2022","May 3, 2023","December 31, 2027",BANK APPROVED,G,,0.0,241000000.0,,5000000.0,"Republic of The Gambia,Republic of Guinea-Bissau,West African Economic and Monetary Union (WAEMU) - Burkina Faso,Republic of Ghana",,,High,,,,"March 20, 2024",
P180033,Latin America and Caribbean,Republic of Colombia,,Colombia Green and Resilient DPO,The development objective is to accelerate climate action by (i) advancing the low-carbon energy transition; (ii) promoting sustainable land use; and (iii) building resilience and adaptation to climate change.,"Ministry of Finance and Public Credit,National Planning Department,Ministry of Finance and Public Credit,National Planning Department",,https://projects.worldbank.org/en/projects-operations/project-detail/P180033,"October 6, 2022","December 19, 2022","December 22, 2022","December 31, 2023",BANK APPROVED,I,,1000000000.0,0.0,,0.0,"Republic of Colombia,Republic of Colombia",,,,,,,"January 16, 2024",
P179981,"Middle East, North Africa, Afghanistan, and Pakistan",Islamic Republic of Pakistan,,Sindh Flood Emergency Rehabilitation Project,The project development objectives are to: (a) rehabilitate damaged infrastructure and provide short-term livelihood opportunities in selected areas of Sindh province affected by the 2022 floods; and (b) strengthen the Government of Sindh's capacity to respond to the impacts of climate change and natural hazards.,"Province of Sindh, Planning and Development Department,Province of Sindh, Irrigation Department",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P179981,"November 11, 2022","December 19, 2022","January 10, 2023","June 30, 2028",BANK APPROVED,I,,0.0,500000000.0,,0.0,Islamic Republic of Pakistan,,,Substantial,,,,"December 13, 2023",
P175249,Western and Central Africa,Republic of Cameroon,,"Cameroon First Fiscal, Inclusive and Sustainable Growth DPF","The development objective is to: (i) improve fiscal sustainability, governance, and public sector management; (ii) strengthen human capital, and women’s economic empowerment; and (iii) lay the foundations for sustainable infrastructure development.",Ministry of Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P175249,"December 7, 2021","December 19, 2022","December 23, 2022","June 30, 2023",BANK APPROVED,I,,0.0,100000000.0,,0.0,Republic of Cameroon,,,,,,,"August 31, 2023",
P167596,"Middle East, North Africa, Afghanistan, and Pakistan",Islamic Republic of Pakistan,,Sindh Water and Agriculture Transformation Project (SWAT),"To increase agricultural water productivity in Selected Farmers' Organization command areas, improve integrated water resources management, and contribute to restoring crop production by small and medium-sized farmers affected by the 2022 floods.",Province of Sindh,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P167596,"June 17, 2021","December 19, 2022","January 10, 2023","December 31, 2028",BANK APPROVED,I,,0.0,292000000.0,,0.0,Islamic Republic of Pakistan,,A,,,,,"January 11, 2024",
P178209,Eastern and Southern Africa,Republic of Seychelles,,SEYCHELLES SECOND FISCAL SUSTAINABILITY AND CLIMATE RESILIENCE DEVELOPMENT POLICY LOAN,The Program Development Objectives are to support the government’s effort to: (i) strengthen medium-term fiscal sustainability; (ii) build resilience and (iii) strengthen policies for inclusive and sustainable growth,"MINISTRY OF FINANCE, NATIONAL PLANNING, AND TRADE",,https://projects.worldbank.org/en/projects-operations/project-detail/P178209,"July 26, 2022","December 20, 2022","December 23, 2022","March 15, 2024",BANK APPROVED,I,,25000000.0,0.0,,0.0,The Republic of Seychelles,,,,,,,"December 17, 2023",
P178156,Eastern and Southern Africa,United Republic of Tanzania,,Tanzania First Inclusive and Resilient Growth Development Policy Financing,"The objective of the proposed development policy operation series is to support Tanzania's inclusive and resilient recovery and growth by supporting reforms to improve the environment for private sector growth and jobs creation, strengthen public sector efficiency and transparency, and build resilience.",Ministry of Finance and Planning,,https://projects.worldbank.org/en/projects-operations/project-detail/P178156,"August 11, 2022","December 20, 2022","December 21, 2022","December 31, 2023",BANK APPROVED,I,,0.0,500000000.0,,0.0,The United Republic of Tanzania,,,,,,,"August 17, 2023",
P179851,Europe and Central Asia,Republic of Tajikistan,,Tajikistan Strengthening Resilience of the Agriculture Sector Project Additional Financing,To strengthen the foundations for a more resilient agricultural sector and support emergency interventions to address food and nutrition security in Tajikistan,Ministry of Agriculture,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P179851,"November 17, 2022","December 22, 2022",,"June 30, 2027",BANK APPROVED,I,,0.0,50000000.0,,0.0,Republic of Tajikistan,,,,,,,"November 16, 2023",
P179359,Western and Central Africa,Republic of Liberia,,Liberia Rural Economic Transformation Project Additional Financing,To improve productivity and market access for small holder farmers and agri-enterprises for selected value chains in project participating counties.,Ministry of Agriculture,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P179359,"December 7, 2022","December 22, 2022",,"June 30, 2029",BANK APPROVED,I,,0.0,30000000.0,,0.0,"Ministry of Agriculture,Republic of Liberia",,,,,,,"February 4, 2024",
P173296,Eastern and Southern Africa,Republic of Uganda,,Uganda Climate Smart Agricultural Transformation Project,"To increase productivity, market access and resilience of select value chains in the project area and to respond promptly and effectively to an eligible crisis or emergency.",Ministry of Agriculture Animal Industry and Fisheries,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P173296,"September 16, 2022","December 22, 2022","June 25, 2024","December 31, 2028",BANK APPROVED,I,,0.0,350000000.0,,0.0,The Republic of Uganda,,,High,,,,"December 11, 2023",
P179112,Latin America and Caribbean,Barbados,,Barbados Green and Resilient Recovery DPL,"The Development Objective of this operation is to support the Government of Barbados’s strategic reforms to promote low carbon economic development and resilience to the deepening global crises, including climate change.","Ministry of Finance, Economic Affairs and Investment",,https://projects.worldbank.org/en/projects-operations/project-detail/P179112,"November 2, 2022","January 10, 2023","March 3, 2023","March 30, 2024",BANK APPROVED,I,,100000000.0,0.0,,0.0,Barbados,,,,,,,"April 30, 2023",
P179612,"Middle East, North Africa, Afghanistan, and Pakistan",Kingdom of Morocco,,Accelerating Blue Economy Development in the Kingdom of Morocco,To inform collaborative policy development for the blue economy and integrate climate actions into coastal tourism and fisheries management in Targeted Areas.,Ministry of Economy and Finance,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P179612,"October 18, 2022","January 27, 2023","February 21, 2023","July 31, 2027",BANK APPROVED,G,,,,,5000000.0,Ministry of Economy and Finance,,,Moderate,,,,"April 17, 2024",
P151294,Eastern and Southern Africa,Federal Democratic Republic of Ethiopia,,Oromia Forested Landscape Program – Emission Reduction Project,"The project will generate measured, reported and verified Emissions Reductions (ER) from reduced deforestation, forest degradation, enhancement of forest carbon stocks (REDD+), agriculture and other land use sectors that meet the GHG accounting requirements of the BioCF ISFL in the Oromia State and will distribute ER payments in accordance with an agreed benefit sharing plan.",Ethiopian Forestry Development,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P151294,"October 23, 2014","February 2, 2023","February 9, 2023","December 31, 2028",BANK APPROVED,G,,,,,16950000.0,Federal Democratic Republic of Ethiopia,,,Substantial,,,,"December 7, 2023",
P179799,Latin America and Caribbean,Republic of Haiti,,Haiti Emergency Resilient Agriculture for Food Security Project - Additional Financing,"The Project Development Objective (PDOs) is to support project beneficiaries’ access to nutritious food and increase climate- and nutrition-smart agricultural production, including in earthquake-affected areas.","Ministry of Agriculture, Natural Resources and Rural Development",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P179799,"December 2, 2022","February 6, 2023",,"February 26, 2027",BANK APPROVED,I,,0.0,50000000.0,,0.0,Ministry of Economy and Finance,,,,,,,"April 9, 2023",
P179274,Western and Central Africa,Republic of Cabo Verde,,Cabo Verde Resilient Tourism and Blue Economy Development AF,To increase diversity and resiliency in the tourism offering and small and medium enterprise (SME) participation in tourism-related value chains in targeted destinations.,"Ministry of Tourism and Transports,Ministry of Finance and Business Development,Ministry of Culture and Creative Industries and Ministry of the Sea,Ministry of Infrastructure,Territorial Planning and Housing",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P179274,"January 26, 2023","March 10, 2023",,"June 30, 2028",BANK APPROVED,I,,0.0,10000000.0,,0.0,Republic of Cabo Verde,,,,,,,"July 13, 2023",
P178715,Europe and Central Asia,Republic of Albania,,Climate Resilience and Agriculture Development Project,The Project Development Objective is to increase competitiveness and climate resilience of priority agri-food value chains.,Ministry of Agriculture and Rural Development,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P178715,"June 4, 2022","March 16, 2023","February 15, 2024","September 30, 2028",BANK APPROVED,I,,70000000.0,0.0,,0.0,Republic of Albania,,,Moderate,,,,"June 25, 2023",
P177786,Western and Central Africa,Republic of Congo,,Climate-Resilient and Inclusive Livelihoods Project (ProClimat Congo),"The Project Development Objective (PDO) is to strengthen landscape management, increase the use of improved livelihood activities, reduce food insecurity, and respond to crisis in targeted communities.","Republic of Congo - Ministry of Planning, Statistics, and Regional Integration",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P177786,"April 18, 2022","March 23, 2023","October 13, 2023","May 31, 2028",BANK APPROVED,I,,70000000.0,0.0,,12000000.0,Republic of Congo,,,Substantial,,,,"March 31, 2024",
P176989,East Asia and Pacific,People's Republic of China,,China Plastic Waste Reduction Project (Shaanxi),"To reduce plastic pollution from municipal solid waste in selected under-served rural areas of Shaanxi Province, improve provincial plastic waste management, and draw lessons on plastic waste management relevant at the national level.",Provincial Development and Reform Commission,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P176989,"May 26, 2022","March 23, 2023","February 19, 2024","December 31, 2029",BANK APPROVED,I,,250000000.0,0.0,,0.0,People's Republic of China,,,High,,,,"February 19, 2024",
P173391,East Asia and Pacific,Republic of Indonesia,,Oceans for Prosperity Project - LAUTRA,"To enhance the sustainable management of select marine protected areas and coral reef fisheries, and improve access to economic opportunities for local communities in target areas.","Ministry of Marine Affairs and Fisheries,Ministry of National Development Planning (Bappenas)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P173391,"May 8, 2020","March 23, 2023","May 17, 2023","March 31, 2028",BANK APPROVED,I,,200000000.0,0.0,,10000000.0,Republic of Indonesia,,,Substantial,,,,"May 28, 2023",
P178838,Western and Central Africa,Republic of Benin,,Additional Financing for the Gazetted Forests Management Project,"To improve the integrated management of targeted Gazetted Forests, to increase access of the main consumption cities to fuelwood produced sustainably, and to strengthen selected non-timber forest product value chains for forest-dependent communities",Ministry of Environment and Sustainable Development,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P178838,"January 27, 2023","March 24, 2023",,"November 30, 2026",BANK APPROVED,I,,0.0,30000000.0,,0.0,Ministry of Economy of the Republic of Benin,,B,,,,,"June 4, 2024",
P177823,Latin America and Caribbean,Dominican Republic,,Dominican Republic Water Sector Modernization Program,The objectives of the Operation are to: (i) improve the planning capacity and operational and commercial efficiency of selected water supply and sanitation institutions; and (ii) increase access to safely managed water and sanitation services in selected water stressed areas.,"Ministry of Economy, Planning, and Development (MEPyD),National Institute for Hydraulic Resources (INDRHI),La Vega Water and Sewerage Corporation (CORAAVEGA),National Water and Sewerage Institute (INAPA),Santiago Water and Sewerage Corporation (CORAASAN)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P177823,"June 1, 2022","March 24, 2023","May 30, 2024","December 31, 2027",BANK APPROVED,I,,250000000.0,0.0,,0.0,Dominican Republic,,,Moderate,,,,"June 26, 2024",
P177797,Europe and Central Asia,Georgia,,First Green and Resilient Georgia Development Policy Operation,"To support Georgia in greening economic activity, mitigating fiscal risks, and building the institutional capacity for better access to land, water, and financial services.","National Agency of Public Registry,Ministry of Economy and Sustainable Development,Ministry of Environmental Protection and Agriculture,Ministry of Finance,Georgian National Energy and Water Supply Regulatory Commission,National Bank of Georgia,Ministry of Environmental Protection and Agriculture of Georgia",,https://projects.worldbank.org/en/projects-operations/project-detail/P177797,"January 9, 2023","March 24, 2023","June 28, 2023","March 31, 2024",BANK APPROVED,I,,50000000.0,0.0,,0.0,Georgia,,,,,,,"February 26, 2024",
P175629,Europe and Central Asia,Georgia,,"Georgia Resilient Agriculture, Irrigation, and Land Project","The Project Development Objective (PDO) is to: (a) improve irrigation, and drainage services, and agricultural production in project areas; and (b) strengthen national irrigation and land management institutional capacity for climate resilient planning.","National Agency of Public Registry,Ministry of Environmental Protection and Agriculture,National Agency of Public Registry,Ministry of Environmental Protection and Agriculture",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P175629,"January 26, 2022","March 24, 2023","July 21, 2023","September 30, 2029",BANK APPROVED,I,,75000000.0,0.0,,0.0,"Georgia,Georgia",,,Substantial,,,,"January 15, 2024",
P179141,Eastern and Southern Africa,Democratic Republic of the Congo,,Second DRC Foundational Economic Governance Reforms Development Policy Financing,"Supporting the Government's program of reforms to address DRC's key governance challenges in public finances, market opening, and forestry, in order to accelerate inclusive and climate resilient development.",Ministry of Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P179141,"September 30, 2022","March 28, 2023","June 29, 2023","June 30, 2024",BANK APPROVED,I,,0.0,500000000.0,,0.0,Democratic Republic of Congo,,,,,,,"April 19, 2023",
P178362,Western and Central Africa,Republic of Cote d'Ivoire,,Cote d’Ivoire Inclusive Connectivity and Rural Infrastructure Project,The Project Development Objectives (PDO) are: (i) to provide inclusive and climate-resilient rural road connectivity in selected underserved regions of Côte d'Ivoire (CIV); and (ii) to improve the climate resilience of rail freight services along the Abidjan–Ouagadougou corridor.,"Coordination Unit for Infrastructure Projects in Côte d’Ivoire (CC-PRICI),Société Ivoirienne du Patrimoine Ferroviaire (SIPF)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P178362,"December 22, 2021","March 28, 2023","August 25, 2023","June 30, 2029",BANK APPROVED,O,,0.0,300000000.0,,200000000.0,THE REPUBLIC OF COTE D'IVOIRE,,,Substantial,,,,"June 16, 2023",
P179786,Europe and Central Asia,Romania,,Romania Rural Pollution Prevention and Reduction Project (RAPID),"The Project Development Objective is to strengthen the institutional capacity of selected public entities to monitor pollution from agriculture, and to transfer knowledge on agricultural pollution reduction for adoption by participating farmers.","Ministry of Environment, Waters and Forests",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P179786,"October 17, 2022","March 30, 2023","December 13, 2023","June 30, 2028",BANK APPROVED,I,,63600000.0,0.0,,0.0,Ministry of Finance,,,Moderate,,,,"February 6, 2024",
P175269,Eastern and Southern Africa,Republic of Madagascar,,Rural Livelihoods Productivity and Resilience Project,To increase productivity and strengthen resilience of rural livelihoods in Targeted Areas in Madagascar.,Ministry of Agriculture and Livestock (MinAE),TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P175269,"February 18, 2021","March 30, 2023","October 5, 2023","December 29, 2028",BANK APPROVED,O,,0.0,200000000.0,,25000000.0,Republic of Madagascar,,,Substantial,,,,"June 25, 2023",
