Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Disclosure Date,Board Approval Date,Effective Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,"Total IBRD, IDA and GRANT Commitment $US",Grant Amount $US,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Last Update Date
P155961,Africa,Africa,,Regional Partnership for African Fisheries Policy Reform (RAFIP),"The Project Development Objective (PDO) is to improve the accessibility to best practices and new knowledge on fisheries management of selected SSA countries.# More specifically, this project will: # (a)#Empower the AU to take the lead on a long lasting fisheries partnership mechanism for Africa, leading to regional policy reforms;# (b)#Support knowledge exchange, advisory services, data management and monitoring support for the various current and pipeline investments in the region to ensure that lessons from successes and failures of country and LME-level investments and newly generated knowledge on fisheries are adequately disseminated, for a common understanding of the fisheries reforms necessary to meet the WSSD and the2014 Policy Framework targets; and# (c)#Support individual coastal countries to access financing to support policy reform and investment through technical support in preparation of funding proposals. Attention will be given to reflecting lessons learned from other similar projects, replicating successful interventions, and ensuring continued technical support during project implementation – so this portfolio becomes a series of case studies for the region.# # The Regional Partnership for African Fisheries Policy Reform is also a follow-up phase medium sized project to the GEF/World Bank Strategic Partnership project, which was implemented by the AU between 2009 and 2011, and the last project planned under the Program Framework Document “Strategic Partnership for Sustainable Fisheries Management in the Large Marine Ecosystems in Afica” (P125797). TheProject will be financed through a US$2 million Bank-Executed GEF Trust Fund between 2015 and 2018 for a duration of 3 years. It will act as a regional knowledge and monitoring hub for a SSA GEF/World Bank portfolio of current and pipelinefisheries reform projects (“participating projects”) and related partner-supported activities, with the objective of improving the accessibility to best practices and new knowledge on fisheries management of selected SSA countries. Within this context, it is expected that the Project will assist African coastal countries to make concrete progress towards achieving the fisheries and poverty reduction targets set by the 2002 WSSD, the follow-up 2012 United Nations Conference on Sustainable Development (Rio+20), and the 2014 Policy Framework and Reform Strategy for Fisheries and Aquaculture in Africa. The Project is designed around three thematic components as follows (see Annex C for further detail):# Component 1: Coalition building (US$0.75 million)# Component 2: Knowledge support (US$1.05 million)# Component 3: Portfolio support (US$0.20 million)",World Bank,,https://projects.worldbank.org/en/projects-operations/project-detail/P155961,"July 1, 2015","July 1, 2015",,,BANK APPROVED,O,,,,,2000000,AU-IBAR,,C,,,,,"June 4, 2024"
P150930,"Middle East, North Africa, Afghanistan, and Pakistan",Kingdom of Morocco,,MA-Large Scale Irrigation Modernization Project,"The project development objectives (PDO) are: (i) for the Doukkala ORMVA, the Gharb ORMVA, the Haouz ORMVA and the Tadla ORMVA, to provide an improved water service to farmers, and (ii) for targeted farmers in the Project Area, to have better access to improved irrigation technologies.","Ministry of Agriculture, Marine Fisheries, Rural Development, Water and Forest",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P150930,"March 26, 2015","July 8, 2015","February 8, 2016","December 31, 2022",BANK APPROVED,I,,150000000,0,,0,Government of Morocco,,B,,,,,"June 28, 2023"
P150930,"Middle East, North Africa, Afghanistan, and Pakistan",Kingdom of Morocco,,MA-Large Scale Irrigation Modernization Project,"The project development objectives (PDO) are: (i) for the Doukkala ORMVA, the Gharb ORMVA, the Haouz ORMVA and the Tadla ORMVA, to provide an improved water service to farmers, and (ii) for targeted farmers in the Project Area, to have better access to improved irrigation technologies.","Ministry of Agriculture, Marine Fisheries, Rural Development, Water and Forest",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P150930,"March 26, 2015","July 8, 2015","February 8, 2016","December 31, 2022",BANK APPROVED,I,,150000000,0,,0,Government of Morocco,,B,,,,,"June 28, 2023"
P150930,"Middle East, North Africa, Afghanistan, and Pakistan",Kingdom of Morocco,,MA-Large Scale Irrigation Modernization Project,"The project development objectives (PDO) are: (i) for the Doukkala ORMVA, the Gharb ORMVA, the Haouz ORMVA and the Tadla ORMVA, to provide an improved water service to farmers, and (ii) for targeted farmers in the Project Area, to have better access to improved irrigation technologies.","Ministry of Agriculture, Marine Fisheries, Rural Development, Water and Forest",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P150930,"March 26, 2015","July 8, 2015","February 8, 2016","December 31, 2022",BANK APPROVED,I,,150000000,0,,0,Government of Morocco,,B,,,,,"June 28, 2023"
P153713,Africa,Africa,,Pastoralism & Stability in the Sahel and Horn of Africa (PASSHA),To enhance monitoring and evaluation systems and knowledge on the link between pastoralism development and stability for regional organizations and programs.,Permanent Interstate Committee on Drought Control in the Sahel (CILSS),,https://projects.worldbank.org/en/projects-operations/project-detail/P153713,"July 30, 2014","July 14, 2015","March 11, 2016","December 31, 2017",BANK APPROVED,G,,,,,2800000,Intergovernental Authority on Development (IGAD),,C,,,,,"July 30, 2024"
P153713,Africa,Africa,,Pastoralism & Stability in the Sahel and Horn of Africa (PASSHA),To enhance monitoring and evaluation systems and knowledge on the link between pastoralism development and stability for regional organizations and programs.,Permanent Interstate Committee on Drought Control in the Sahel (CILSS),,https://projects.worldbank.org/en/projects-operations/project-detail/P153713,"July 30, 2014","July 14, 2015","March 11, 2016","December 31, 2017",BANK APPROVED,G,,,,,2800000,Intergovernental Authority on Development (IGAD),,C,,,,,"July 30, 2024"
P153713,Africa,Africa,,Pastoralism & Stability in the Sahel and Horn of Africa (PASSHA),To enhance monitoring and evaluation systems and knowledge on the link between pastoralism development and stability for regional organizations and programs.,Permanent Interstate Committee on Drought Control in the Sahel (CILSS),,https://projects.worldbank.org/en/projects-operations/project-detail/P153713,"July 30, 2014","July 14, 2015","March 11, 2016","December 31, 2017",BANK APPROVED,G,,,,,2800000,Intergovernental Authority on Development (IGAD),,C,,,,,"July 30, 2024"
P151963,Latin America and Caribbean,Republic of Ecuador,,Ecuador - Sustainable Family Farming Modernization Project,The project development objective is to enhance incomes of small and medium sized farm households by supporting more productive andclimate-smart use of land and water.,Ministry of Agriculture and Livestock,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P151963,"November 3, 2014","July 15, 2015","December 16, 2015","December 31, 2023",BANK APPROVED,O,,65000000,0,,20000000,REPUBLIC OF ECUADOR,,B,,,,,"May 18, 2024"
P151963,Latin America and Caribbean,Republic of Ecuador,,Ecuador - Sustainable Family Farming Modernization Project,The project development objective is to enhance incomes of small and medium sized farm households by supporting more productive andclimate-smart use of land and water.,,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P151963,"November 3, 2014","July 15, 2015","December 16, 2015","December 31, 2023",BANK APPROVED,O,,65000000,0,,20000000,REPUBLIC OF ECUADOR,,B,,,,,"May 18, 2024"
P151963,Latin America and Caribbean,Republic of Ecuador,,Ecuador - Sustainable Family Farming Modernization Project,The project development objective is to enhance incomes of small and medium sized farm households by supporting more productive andclimate-smart use of land and water.,Ministry of Agriculture and Livestock,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P151963,"November 3, 2014","July 15, 2015","December 16, 2015","December 31, 2023",BANK APPROVED,O,,65000000,0,,20000000,REPUBLIC OF ECUADOR,,B,,,,,"May 18, 2024"
P143334,Latin America and Caribbean,Federative Republic of Brazil,,FIP: Environmental regularization of rural lands in the Cerrado of Brazil,"The Project Development Objective is to enhance the capacity of the Federative Republic of Brazil's Ministry of Agriculture, livestock and Food Supply, through Brazilian Forest Service, and nine SEAs to receive, analyze and approve rural environmental cadaster entries and link them to SICAR; and support, in selected municipalities, landholding registration in the CAR.",Ministry of Enviroment and Climate Change - Brazilian Forest Service,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P143334,"July 18, 2013","July 21, 2015","August 18, 2017","December 31, 2022",BANK APPROVED,G,,,,,32480000,Federative Republic of Brazil,,B,,,,,"January 9, 2024"
P143334,Latin America and Caribbean,Federative Republic of Brazil,,FIP: Environmental regularization of rural lands in the Cerrado of Brazil,"The Project Development Objective is to enhance the capacity of the Federative Republic of Brazil's Ministry of Agriculture, livestock and Food Supply, through Brazilian Forest Service, and nine SEAs to receive, analyze and approve rural environmental cadaster entries and link them to SICAR; and support, in selected municipalities, landholding registration in the CAR.",Ministry of Enviroment and Climate Change - Brazilian Forest Service,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P143334,"July 18, 2013","July 21, 2015","August 18, 2017","December 31, 2022",BANK APPROVED,G,,,,,32480000,Federative Republic of Brazil,,B,,,,,"January 9, 2024"
P143334,Latin America and Caribbean,Federative Republic of Brazil,,FIP: Environmental regularization of rural lands in the Cerrado of Brazil,"The Project Development Objective is to enhance the capacity of the Federative Republic of Brazil's Ministry of Agriculture, livestock and Food Supply, through Brazilian Forest Service, and nine SEAs to receive, analyze and approve rural environmental cadaster entries and link them to SICAR; and support, in selected municipalities, landholding registration in the CAR.",Ministry of Enviroment and Climate Change - Brazilian Forest Service,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P143334,"July 18, 2013","July 21, 2015","August 18, 2017","December 31, 2022",BANK APPROVED,G,,,,,32480000,Federative Republic of Brazil,,B,,,,,"January 9, 2024"
P150976,Western and Central Africa,Republic of Senegal,,Senegal-Third Governance and Growth Support Credit,"This program document proposes third and last Governance and Growth Support Credit for the Republic of Senegal in the amount of SDR ?? million (US$?? million equivalent). This operation is the third and last in a series of three GGSCs, following a series of two Poverty Reduction Support Credits (PRSCs IV and V) completed over 2009-2011. The proposed operation supports the Recipient’s efforts to improve economic governance by strengthening government accountability, public sector performance, and promoting growth through private sector development. Policies and reforms supported by this operation are well aligned with Senegal’s National Strategy for Economic and Social Development (SNDES ) and with the Senegal Emergent Plan, which the Bank supports. The proposed operation is also fully consistent with the objectives of the Bank’s FY13-17 Country Partnership Strategy, presented to the Board in February 2013.",Ministry of Economy and Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P150976,"July 23, 2015","July 23, 2015","August 28, 2015","July 31, 2016",BANK APPROVED,I,,0,50000000,,0,République du Sénégal,,,,,,,"March 6, 2024"
P150976,Western and Central Africa,Republic of Senegal,,Senegal-Third Governance and Growth Support Credit,"This program document proposes third and last Governance and Growth Support Credit for the Republic of Senegal in the amount of SDR ?? million (US$?? million equivalent). This operation is the third and last in a series of three GGSCs, following a series of two Poverty Reduction Support Credits (PRSCs IV and V) completed over 2009-2011. The proposed operation supports the Recipient’s efforts to improve economic governance by strengthening government accountability, public sector performance, and promoting growth through private sector development. Policies and reforms supported by this operation are well aligned with Senegal’s National Strategy for Economic and Social Development (SNDES ) and with the Senegal Emergent Plan, which the Bank supports. The proposed operation is also fully consistent with the objectives of the Bank’s FY13-17 Country Partnership Strategy, presented to the Board in February 2013.",Ministry of Economy and Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P150976,"July 23, 2015","July 23, 2015","August 28, 2015","July 31, 2016",BANK APPROVED,I,,0,50000000,,0,République du Sénégal,,,,,,,"March 6, 2024"
P150976,Western and Central Africa,Republic of Senegal,,Senegal-Third Governance and Growth Support Credit,"This program document proposes third and last Governance and Growth Support Credit for the Republic of Senegal in the amount of SDR ?? million (US$?? million equivalent). This operation is the third and last in a series of three GGSCs, following a series of two Poverty Reduction Support Credits (PRSCs IV and V) completed over 2009-2011. The proposed operation supports the Recipient’s efforts to improve economic governance by strengthening government accountability, public sector performance, and promoting growth through private sector development. Policies and reforms supported by this operation are well aligned with Senegal’s National Strategy for Economic and Social Development (SNDES ) and with the Senegal Emergent Plan, which the Bank supports. The proposed operation is also fully consistent with the objectives of the Bank’s FY13-17 Country Partnership Strategy, presented to the Board in February 2013.",Ministry of Economy and Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P150976,"July 23, 2015","July 23, 2015","August 28, 2015","July 31, 2016",BANK APPROVED,I,,0,50000000,,0,République du Sénégal,,,,,,,"March 6, 2024"
P146247,Western and Central Africa,Republic of Mali,,Mali Obsolete Pesticides Disposal and Prevention Project,The proposed Project Development Objective (PDO) is to reduce risks from existing publicly-held obsolete pesticide stocks and associated waste; and strengthen the institutional framework for risk mitigation of obsolete pesticides.,"MEADD/DNACPN,DNACP-Direction Nationale de l'Assainissement et du Controle des Pollutions et des Nuisances",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P146247,"March 18, 2015","July 24, 2015","December 10, 2015","January 31, 2020",BANK APPROVED,O,,,,,4140000,Ministry of Finance,,A,,,,,"June 4, 2024"
P146247,Western and Central Africa,Republic of Mali,,Mali Obsolete Pesticides Disposal and Prevention Project,The proposed Project Development Objective (PDO) is to reduce risks from existing publicly-held obsolete pesticide stocks and associated waste; and strengthen the institutional framework for risk mitigation of obsolete pesticides.,"MEADD/DNACPN,DNACP-Direction Nationale de l'Assainissement et du Controle des Pollutions et des Nuisances",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P146247,"March 18, 2015","July 24, 2015","December 10, 2015","January 31, 2020",BANK APPROVED,O,,,,,4140000,Ministry of Finance,,A,,,,,"June 4, 2024"
P146247,Western and Central Africa,Republic of Mali,,Mali Obsolete Pesticides Disposal and Prevention Project,The proposed Project Development Objective (PDO) is to reduce risks from existing publicly-held obsolete pesticide stocks and associated waste; and strengthen the institutional framework for risk mitigation of obsolete pesticides.,"MEADD/DNACPN,DNACP-Direction Nationale de l'Assainissement et du Controle des Pollutions et des Nuisances",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P146247,"March 18, 2015","July 24, 2015","December 10, 2015","January 31, 2020",BANK APPROVED,O,,,,,4140000,Ministry of Finance,,A,,,,,"June 4, 2024"
P128421,South Asia,Republic of India,,IN INTEGRATED FLOOD AND EROSION MANAGEMENT IN NORTHEAST REGION,"The proposed development objective is to improve soil and watershed management practices and flood management systems in selected states of the Brahmaputra River Basin (i.e., Nagaland, Assam, and Meghalaya). This will contribute to improved long-term resilience of selected communities to flood and erosion risks.",,No,https://projects.worldbank.org/en/projects-operations/project-detail/P128421,"March 20, 2013","July 31, 2015",,,CONCEPT REVIEW,I,,0,150000000,,0,,,A,,,,,"December 19, 2024"
P128421,South Asia,Republic of India,,IN INTEGRATED FLOOD AND EROSION MANAGEMENT IN NORTHEAST REGION,"The proposed development objective is to improve soil and watershed management practices and flood management systems in selected states of the Brahmaputra River Basin (i.e., Nagaland, Assam, and Meghalaya). This will contribute to improved long-term resilience of selected communities to flood and erosion risks.",,No,https://projects.worldbank.org/en/projects-operations/project-detail/P128421,"March 20, 2013","July 31, 2015",,,CONCEPT REVIEW,I,,0,150000000,,0,,,A,,,,,"December 19, 2024"
P128421,South Asia,Republic of India,,IN INTEGRATED FLOOD AND EROSION MANAGEMENT IN NORTHEAST REGION,"The proposed development objective is to improve soil and watershed management practices and flood management systems in selected states of the Brahmaputra River Basin (i.e., Nagaland, Assam, and Meghalaya). This will contribute to improved long-term resilience of selected communities to flood and erosion risks.",,No,https://projects.worldbank.org/en/projects-operations/project-detail/P128421,"March 20, 2013","July 31, 2015",,,CONCEPT REVIEW,I,,0,150000000,,0,,,A,,,,,"December 19, 2024"
P154854,Latin America and Caribbean,Plurinational State of Bolivia,,BO Community Investment in Rural Areas Project Additional Financing,To improve access to sustainable basic infrastructure and services for the most disadvantaged rural communities selected in some ofthe poorest municipalities of Bolivia.,,No,https://projects.worldbank.org/en/projects-operations/project-detail/P154854,"May 27, 2015","August 4, 2015",,"December 31, 2020",BANK APPROVED,O,,0,60000000,,0,,,B,,,,,"May 10, 2022"
P144183,Western and Central Africa,Islamic Republic of Mauritania,,Mauritania Sustainable Landscape Management Project under the SAWAP,The Project Development Objective (PDO) is to strengthen sustainable landscape management in targeted productive ecosystems in Mauritania.,Directorate of Protection and Restoration of Eco-system and Milieu of the Ministry of Environment an,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P144183,"July 14, 2015","August 4, 2015","December 17, 2015","January 31, 2021",BANK APPROVED,O,,,,,4810000,Ministry of Economy and Industry,,B,,,,,"June 4, 2024"
P154854,Latin America and Caribbean,Plurinational State of Bolivia,,BO Community Investment in Rural Areas Project Additional Financing,To improve access to sustainable basic infrastructure and services for the most disadvantaged rural communities selected in some ofthe poorest municipalities of Bolivia.,,No,https://projects.worldbank.org/en/projects-operations/project-detail/P154854,"May 27, 2015","August 4, 2015",,"December 31, 2020",BANK APPROVED,O,,0,60000000,,0,,,B,,,,,"May 10, 2022"
P144183,Western and Central Africa,Islamic Republic of Mauritania,,Mauritania Sustainable Landscape Management Project under the SAWAP,The Project Development Objective (PDO) is to strengthen sustainable landscape management in targeted productive ecosystems in Mauritania.,Directorate of Protection and Restoration of Eco-system and Milieu of the Ministry of Environment an,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P144183,"July 14, 2015","August 4, 2015","December 17, 2015","January 31, 2021",BANK APPROVED,O,,,,,4810000,Ministry of Economy and Industry,,B,,,,,"June 4, 2024"
P154854,Latin America and Caribbean,Plurinational State of Bolivia,,BO Community Investment in Rural Areas Project Additional Financing,To improve access to sustainable basic infrastructure and services for the most disadvantaged rural communities selected in some ofthe poorest municipalities of Bolivia.,,No,https://projects.worldbank.org/en/projects-operations/project-detail/P154854,"May 27, 2015","August 4, 2015",,"December 31, 2020",BANK APPROVED,O,,0,60000000,,0,,,B,,,,,"May 10, 2022"
P144183,Western and Central Africa,Islamic Republic of Mauritania,,Mauritania Sustainable Landscape Management Project under the SAWAP,The Project Development Objective (PDO) is to strengthen sustainable landscape management in targeted productive ecosystems in Mauritania.,Directorate of Protection and Restoration of Eco-system and Milieu of the Ministry of Environment an,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P144183,"July 14, 2015","August 4, 2015","December 17, 2015","January 31, 2021",BANK APPROVED,O,,,,,4810000,Ministry of Economy and Industry,,B,,,,,"June 4, 2024"
P154680,Eastern and Southern Africa,Federal Democratic Republic of Ethiopia,,Tana & Beles Integrated Water Resources Development Additional Finance,"Develop enabling institutions and investments for integrated planning, management and development in the Tana and Beles Sub-basins for integrated water resources development.","Ministry of Water and Energy, Federal Government of Ethiopia",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P154680,"June 3, 2015","August 25, 2015",,"July 31, 2016",BANK APPROVED,I,,0,5100000,,0,"Debt Management Directorate, the Ministry of Finance and Economic Development",,B,,,,,"August 5, 2024"
P131778,Western and Central Africa,Republic of Cote d'Ivoire,,Obsolete Pesticides Management Project,The Project Development Objective (PDO) is to improve the management of obsolete pesticides and associated wastes in Cote d'Ivoire by the Government and other stakeholders.,"Ministry of Environment, Urban Health and Sustainable Development",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P131778,"July 12, 2013","August 25, 2015","January 19, 2016","June 30, 2021",BANK APPROVED,O,,,,,7000000,Ministry of Economy and Finance,,A,,,,,"June 4, 2024"
P154680,Eastern and Southern Africa,Federal Democratic Republic of Ethiopia,,Tana & Beles Integrated Water Resources Development Additional Finance,"Develop enabling institutions and investments for integrated planning, management and development in the Tana and Beles Sub-basins for integrated water resources development.","Ministry of Water and Energy, Federal Government of Ethiopia",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P154680,"June 3, 2015","August 25, 2015",,"July 31, 2016",BANK APPROVED,I,,0,5100000,,0,"Debt Management Directorate, the Ministry of Finance and Economic Development",,B,,,,,"August 5, 2024"
P131778,Western and Central Africa,Republic of Cote d'Ivoire,,Obsolete Pesticides Management Project,The Project Development Objective (PDO) is to improve the management of obsolete pesticides and associated wastes in Cote d'Ivoire by the Government and other stakeholders.,"Ministry of Environment, Urban Health and Sustainable Development",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P131778,"July 12, 2013","August 25, 2015","January 19, 2016","June 30, 2021",BANK APPROVED,O,,,,,7000000,Ministry of Economy and Finance,,A,,,,,"June 4, 2024"
P154680,Eastern and Southern Africa,Federal Democratic Republic of Ethiopia,,Tana & Beles Integrated Water Resources Development Additional Finance,"Develop enabling institutions and investments for integrated planning, management and development in the Tana and Beles Sub-basins for integrated water resources development.","Ministry of Water and Energy, Federal Government of Ethiopia",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P154680,"June 3, 2015","August 25, 2015",,"July 31, 2016",BANK APPROVED,I,,0,5100000,,0,"Debt Management Directorate, the Ministry of Finance and Economic Development",,B,,,,,"August 5, 2024"
P131778,Western and Central Africa,Republic of Cote d'Ivoire,,Obsolete Pesticides Management Project,The Project Development Objective (PDO) is to improve the management of obsolete pesticides and associated wastes in Cote d'Ivoire by the Government and other stakeholders.,"Ministry of Environment, Urban Health and Sustainable Development",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P131778,"July 12, 2013","August 25, 2015","January 19, 2016","June 30, 2021",BANK APPROVED,O,,,,,7000000,Ministry of Economy and Finance,,A,,,,,"June 4, 2024"
P152623,South Asia,Democratic Socialist Republic of Sri Lanka,,North East Local Services Improvement Project - Additional Financing,The primary development objective of the project is to improve the delivery of local infrastructure services by local authorities in the Northern and Eastern Provinces of Sri Lanka in an accountable and responsive manner.,,No,https://projects.worldbank.org/en/projects-operations/project-detail/P152623,"May 26, 2015","August 26, 2015",,"August 31, 2017",BANK APPROVED,I,,0,20000000,,0,,,B,,,,,"August 15, 2024"
P152623,South Asia,Democratic Socialist Republic of Sri Lanka,,North East Local Services Improvement Project - Additional Financing,The primary development objective of the project is to improve the delivery of local infrastructure services by local authorities in the Northern and Eastern Provinces of Sri Lanka in an accountable and responsive manner.,,No,https://projects.worldbank.org/en/projects-operations/project-detail/P152623,"May 26, 2015","August 26, 2015",,"August 31, 2017",BANK APPROVED,I,,0,20000000,,0,,,B,,,,,"August 15, 2024"
P152623,South Asia,Democratic Socialist Republic of Sri Lanka,,North East Local Services Improvement Project - Additional Financing,The primary development objective of the project is to improve the delivery of local infrastructure services by local authorities in the Northern and Eastern Provinces of Sri Lanka in an accountable and responsive manner.,,No,https://projects.worldbank.org/en/projects-operations/project-detail/P152623,"May 26, 2015","August 26, 2015",,"August 31, 2017",BANK APPROVED,I,,0,20000000,,0,,,B,,,,,"August 15, 2024"
P150148,Eastern and Southern Africa,Democratic Republic of the Congo,,DRC-Statistics Development Project,"The development objective of this project is to strengthen the capacity of the National Statistical System to produce and disseminate core economic and social statistics. 
 

  &nbsp;",Institut National de la Statistique (INS),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P150148,"June 24, 2015","August 28, 2015","June 20, 2016","December 31, 2020",BANK APPROVED,I,,0,45000000,,0,Democratic Republic of Congo,,C,,,,,"May 31, 2021"
P150148,Eastern and Southern Africa,Democratic Republic of the Congo,,DRC-Statistics Development Project,"The development objective of this project is to strengthen the capacity of the National Statistical System to produce and disseminate core economic and social statistics. 
 

  &nbsp;",Institut National de la Statistique (INS),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P150148,"June 24, 2015","August 28, 2015","June 20, 2016","December 31, 2020",BANK APPROVED,I,,0,45000000,,0,Democratic Republic of Congo,,C,,,,,"May 31, 2021"
P150148,Eastern and Southern Africa,Democratic Republic of the Congo,,DRC-Statistics Development Project,"The development objective of this project is to strengthen the capacity of the National Statistical System to produce and disseminate core economic and social statistics. 
 

  &nbsp;",Institut National de la Statistique (INS),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P150148,"June 24, 2015","August 28, 2015","June 20, 2016","December 31, 2020",BANK APPROVED,I,,0,45000000,,0,Democratic Republic of Congo,,C,,,,,"May 31, 2021"
P148499,Latin America and Caribbean,Republic of Peru,,Saweto Dedicated Grant Mechanism in Peru,The Project Development Objective for the Saweto DGM is to support Indigenous Peoples in selected communities in the Peruvian Amazon in their efforts to improve their sustainable forest management practices.,"World Wildlife Fund, INC",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P148499,"July 11, 2014","September 11, 2015","November 26, 2015","June 25, 2021",BANK APPROVED,G,,,,,5500000,"CONAP,AIDESEP",,B,,,,,"March 15, 2022"
P148499,Latin America and Caribbean,Republic of Peru,,Saweto Dedicated Grant Mechanism in Peru,The Project Development Objective for the Saweto DGM is to support Indigenous Peoples in selected communities in the Peruvian Amazon in their efforts to improve their sustainable forest management practices.,"World Wildlife Fund, INC",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P148499,"July 11, 2014","September 11, 2015","November 26, 2015","June 25, 2021",BANK APPROVED,G,,,,,5500000,"CONAP,AIDESEP",,B,,,,,"March 15, 2022"
P148499,Latin America and Caribbean,Republic of Peru,,Saweto Dedicated Grant Mechanism in Peru,The Project Development Objective for the Saweto DGM is to support Indigenous Peoples in selected communities in the Peruvian Amazon in their efforts to improve their sustainable forest management practices.,"World Wildlife Fund, INC",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P148499,"July 11, 2014","September 11, 2015","November 26, 2015","June 25, 2021",BANK APPROVED,G,,,,,5500000,"CONAP,AIDESEP",,B,,,,,"March 15, 2022"
P151752,Latin America and Caribbean,Dominican Republic,,Dominican Republic. FCPF REDD+ Readiness Preparation Project,The Project Development Objective (PDO) is 'to assist the Dominican Republic to design and carry out the Readiness Preparation Activities by supporting the preparation of the Recipient's REDD+ Strategy through a participatory and inclusive process.',Ministro del Ministerio de Medio Ambiente y Recursos Naturales,,https://projects.worldbank.org/en/projects-operations/project-detail/P151752,"August 27, 2015","September 14, 2015",,"August 15, 2022",BANK APPROVED,G,,,,,6000000,"Ministerio de Economía, Planificación y Desarrollo MEPyD",,B,,,,,"August 10, 2022"
P151752,Latin America and Caribbean,Dominican Republic,,Dominican Republic. FCPF REDD+ Readiness Preparation Project,The Project Development Objective (PDO) is 'to assist the Dominican Republic to design and carry out the Readiness Preparation Activities by supporting the preparation of the Recipient's REDD+ Strategy through a participatory and inclusive process.',Ministro del Ministerio de Medio Ambiente y Recursos Naturales,,https://projects.worldbank.org/en/projects-operations/project-detail/P151752,"August 27, 2015","September 14, 2015",,"August 15, 2022",BANK APPROVED,G,,,,,6000000,"Ministerio de Economía, Planificación y Desarrollo MEPyD",,B,,,,,"August 10, 2022"
P151752,Latin America and Caribbean,Dominican Republic,,Dominican Republic. FCPF REDD+ Readiness Preparation Project,The Project Development Objective (PDO) is 'to assist the Dominican Republic to design and carry out the Readiness Preparation Activities by supporting the preparation of the Recipient's REDD+ Strategy through a participatory and inclusive process.',Ministro del Ministerio de Medio Ambiente y Recursos Naturales,,https://projects.worldbank.org/en/projects-operations/project-detail/P151752,"August 27, 2015","September 14, 2015",,"August 15, 2022",BANK APPROVED,G,,,,,6000000,"Ministerio de Economía, Planificación y Desarrollo MEPyD",,B,,,,,"August 10, 2022"
P151432,Eastern and Southern Africa,Federal Democratic Republic of Ethiopia,,Enhancing Shared Prosperity through Equitable Services,"The objective of ESPES program is to improve equitable access to basic services and strengthen accountability systems at the decentralized level.  The program aims to improve service delivery for the whole population of Ethiopia by improving results in health, education and agriculture services in the most poorly performing woredas and strengthening the overall decentralized service delivery system. Building on almost 10 years of support for basic services delivery, the ESPES focuses on leveraging the government’s broadprogram of service delivery support to promote equity, enhance quality of and access to services, and institutionalize critical systems for service delivery, especially at the woreda level.",Ministry of Finance Channel One Programs Coordinating Directorate,,https://projects.worldbank.org/en/projects-operations/project-detail/P151432,"June 30, 2015","September 15, 2015","December 11, 2015","November 30, 2024",BANK APPROVED,O,,0,600000000,,221100000,FEDERAL DEMOCRATIC REPUBLIC OF ETHIOPIA,,C,,,,,"November 14, 2024"
